3HIDH_ARATH	GO:0006082
3HIDH_ARATH	GO:0006520
3HIDH_ARATH	GO:0006551
3HIDH_ARATH	GO:0006573
3HIDH_ARATH	GO:0006807
3HIDH_ARATH	GO:0008150
3HIDH_ARATH	GO:0008152
3HIDH_ARATH	GO:0009081
3HIDH_ARATH	GO:0009987
3HIDH_ARATH	GO:0019752
3HIDH_ARATH	GO:0043436
3HIDH_ARATH	GO:0044237
3HIDH_ARATH	GO:0044238
3HIDH_ARATH	GO:0044281
3HIDH_ARATH	GO:0044699
3HIDH_ARATH	GO:0044710
3HIDH_ARATH	GO:0044763
3HIDH_ARATH	GO:0071704
3HIDH_ARATH	GO:1901564
3HIDH_ARATH	GO:1901605
AB17A_RAT	GO:0002084
AB17A_RAT	GO:0006464
AB17A_RAT	GO:0008150
AB17A_RAT	GO:0008152
AB17A_RAT	GO:0009056
AB17A_RAT	GO:0009057
AB17A_RAT	GO:0009987
AB17A_RAT	GO:0019538
AB17A_RAT	GO:0030163
AB17A_RAT	GO:0032879
AB17A_RAT	GO:0032880
AB17A_RAT	GO:0035601
AB17A_RAT	GO:0036211
AB17A_RAT	GO:0042157
AB17A_RAT	GO:0042159
AB17A_RAT	GO:0043170
AB17A_RAT	GO:0043412
AB17A_RAT	GO:0044237
AB17A_RAT	GO:0044238
AB17A_RAT	GO:0044260
AB17A_RAT	GO:0044267
AB17A_RAT	GO:0048518
AB17A_RAT	GO:0048519
AB17A_RAT	GO:0050789
AB17A_RAT	GO:0060341
AB17A_RAT	GO:0065007
AB17A_RAT	GO:0071704
AB17A_RAT	GO:0098732
AB17A_RAT	GO:0098734
AB17A_RAT	GO:1901575
AB17A_RAT	GO:1902816
AB17A_RAT	GO:1902817
AB17A_RAT	GO:1903827
AB17A_RAT	GO:1903828
AB17A_RAT	GO:1903829
AB17A_RAT	GO:1905666
AB17A_RAT	GO:1905668
AB17B_MOUSE	GO:0002084
AB17B_MOUSE	GO:0006464
AB17B_MOUSE	GO:0008150
AB17B_MOUSE	GO:0008152
AB17B_MOUSE	GO:0009056
AB17B_MOUSE	GO:0009057
AB17B_MOUSE	GO:0009987
AB17B_MOUSE	GO:0019538
AB17B_MOUSE	GO:0030163
AB17B_MOUSE	GO:0031344
AB17B_MOUSE	GO:0032879
AB17B_MOUSE	GO:0032880
AB17B_MOUSE	GO:0035601
AB17B_MOUSE	GO:0036211
AB17B_MOUSE	GO:0042157
AB17B_MOUSE	GO:0042159
AB17B_MOUSE	GO:0043170
AB17B_MOUSE	GO:0043412
AB17B_MOUSE	GO:0044237
AB17B_MOUSE	GO:0044238
AB17B_MOUSE	GO:0044260
AB17B_MOUSE	GO:0044267
AB17B_MOUSE	GO:0048518
AB17B_MOUSE	GO:0048519
AB17B_MOUSE	GO:0050789
AB17B_MOUSE	GO:0050794
AB17B_MOUSE	GO:0051128
AB17B_MOUSE	GO:0060341
AB17B_MOUSE	GO:0065007
AB17B_MOUSE	GO:0071704
AB17B_MOUSE	GO:0098732
AB17B_MOUSE	GO:0098734
AB17B_MOUSE	GO:1901575
AB17B_MOUSE	GO:1902473
AB17B_MOUSE	GO:1902816
AB17B_MOUSE	GO:1902817
AB17B_MOUSE	GO:1902950
AB17B_MOUSE	GO:1903827
