A0A075F932	GO:0008150
A0A075F932	GO:0010646
A0A075F932	GO:0010817
A0A075F932	GO:0022414
A0A075F932	GO:0023051
A0A075F932	GO:0032879
A0A075F932	GO:0046883
A0A075F932	GO:0048609
A0A075F932	GO:0050789
A0A075F932	GO:0050794
A0A075F932	GO:0051046
A0A075F932	GO:0051049
A0A075F932	GO:0060341
A0A075F932	GO:0065007
A0A075F932	GO:0065008
A0A075F932	GO:1903530
A0A0C5B5G6	GO:0001932
A0A0C5B5G6	GO:0001934
A0A0C5B5G6	GO:0006725
A0A0C5B5G6	GO:0006807
A0A0C5B5G6	GO:0008150
A0A0C5B5G6	GO:0008152
A0A0C5B5G6	GO:0009058
A0A0C5B5G6	GO:0009893
A0A0C5B5G6	GO:0009987
A0A0C5B5G6	GO:0010562
A0A0C5B5G6	GO:0010604
A0A0C5B5G6	GO:0018130
A0A0C5B5G6	GO:0019220
A0A0C5B5G6	GO:0019222
A0A0C5B5G6	GO:0019438
A0A0C5B5G6	GO:0031323
A0A0C5B5G6	GO:0031325
A0A0C5B5G6	GO:0031399
A0A0C5B5G6	GO:0031401
A0A0C5B5G6	GO:0032147
A0A0C5B5G6	GO:0032268
A0A0C5B5G6	GO:0032270
A0A0C5B5G6	GO:0033674
A0A0C5B5G6	GO:0034641
A0A0C5B5G6	GO:0042325
A0A0C5B5G6	GO:0042327
A0A0C5B5G6	GO:0043085
A0A0C5B5G6	GO:0043549
A0A0C5B5G6	GO:0043610
A0A0C5B5G6	GO:0044093
A0A0C5B5G6	GO:0044237
A0A0C5B5G6	GO:0044249
A0A0C5B5G6	GO:0044271
A0A0C5B5G6	GO:0045859
A0A0C5B5G6	GO:0045860
A0A0C5B5G6	GO:0045937
A0A0C5B5G6	GO:0046483
A0A0C5B5G6	GO:0048518
A0A0C5B5G6	GO:0048522
A0A0C5B5G6	GO:0050789
A0A0C5B5G6	GO:0050790
A0A0C5B5G6	GO:0050794
A0A0C5B5G6	GO:0051174
A0A0C5B5G6	GO:0051246
A0A0C5B5G6	GO:0051247
A0A0C5B5G6	GO:0051338
A0A0C5B5G6	GO:0051347
A0A0C5B5G6	GO:0060255
A0A0C5B5G6	GO:0065007
A0A0C5B5G6	GO:0065009
A0A0C5B5G6	GO:0071704
A0A0C5B5G6	GO:0072521
A0A0C5B5G6	GO:0072522
A0A0C5B5G6	GO:0080090
A0A0C5B5G6	GO:1901360
A0A0C5B5G6	GO:1901362
A0A0C5B5G6	GO:1901564
A0A0C5B5G6	GO:1901566
A0A0C5B5G6	GO:1901576
A0A0K3AV08	GO:0001558
A0A0K3AV08	GO:0006950
A0A0K3AV08	GO:0008150
A0A0K3AV08	GO:0009611
A0A0K3AV08	GO:0009987
A0A0K3AV08	GO:0010720
A0A0K3AV08	GO:0010769
A0A0K3AV08	GO:0010770
A0A0K3AV08	GO:0010975
A0A0K3AV08	GO:0010976
A0A0K3AV08	GO:0016043
A0A0K3AV08	GO:0022603
A0A0K3AV08	GO:0022604
A0A0K3AV08	GO:0030030
A0A0K3AV08	GO:0030307
A0A0K3AV08	GO:0030516
A0A0K3AV08	GO:0031099
A0A0K3AV08	GO:0031102
A0A0K3AV08	GO:0031103
A0A0K3AV08	GO:0031175
A0A0K3AV08	GO:0031344
A0A0K3AV08	GO:0031346
A0A0K3AV08	GO:0032101
A0A0K3AV08	GO:0032103
A0A0K3AV08	GO:0032502
A0A0K3AV08	GO:0033554
A0A0K3AV08	GO:0040008
A0A0K3AV08	GO:0044699
A0A0K3AV08	GO:0044763
A0A0K3AV08	GO:0044767
A0A0K3AV08	GO:0045595
A0A0K3AV08	GO:0045597
A0A0K3AV08	GO:0045664
A0A0K3AV08	GO:0045666
A0A0K3AV08	GO:0045773
A0A0K3AV08	GO:0045927
A0A0K3AV08	GO:0048518
A0A0K3AV08	GO:0048522
A0A0K3AV08	GO:0048583
A0A0K3AV08	GO:0048584
A0A0K3AV08	GO:0048638
A0A0K3AV08	GO:0048639
A0A0K3AV08	GO:0048678
A0A0K3AV08	GO:0048679
A0A0K3AV08	GO:0048680
A0A0K3AV08	GO:0048686
A0A0K3AV08	GO:0048687
A0A0K3AV08	GO:0048690
A0A0K3AV08	GO:0048691
A0A0K3AV08	GO:0048856
A0A0K3AV08	GO:0050767
A0A0K3AV08	GO:0050769
A0A0K3AV08	GO:0050770
A0A0K3AV08	GO:0050772
A0A0K3AV08	GO:0050789
A0A0K3AV08	GO:0050793
A0A0K3AV08	GO:0050794
A0A0K3AV08	GO:0050896
A0A0K3AV08	GO:0051094
A0A0K3AV08	GO:0051128
A0A0K3AV08	GO:0051130
A0A0K3AV08	GO:0051239
A0A0K3AV08	GO:0051240
A0A0K3AV08	GO:0051716
A0A0K3AV08	GO:0051960
A0A0K3AV08	GO:0051962
A0A0K3AV08	GO:0060284
A0A0K3AV08	GO:0061387
A0A0K3AV08	GO:0061564
A0A0K3AV08	GO:0065007
A0A0K3AV08	GO:0070570
A0A0K3AV08	GO:0070572
A0A0K3AV08	GO:0071840
A0A0K3AV08	GO:0080134
A0A0K3AV08	GO:0080135
A0A0K3AV08	GO:1903034
A0A0K3AV08	GO:1903036
A0A0K3AV08	GO:2000026
